杨启华,中国科学院大连化学物理研究所
吴文彬,中国科学技术大学
高毅勤,北京大学
金危危,中国农业大学
史宇光,北京大学
陈传峰,中国科学院化学研究所
施均仁,北京大学
胡红波,中国科学院高能物理研究所
余克服,中国科学院南海海洋研究所
帅志刚,中国科学院化学研究所
陈立东,中国科学院上海硅酸盐研究所
孙长银,东南大学
刘建全,兰州大学
南发俊,中国科学院上海药物研究所
吴彪,西北大学
季向阳,清华大学
陈永明,中国科学院化学研究所
戈宝学,中国科学院上海生命科学研究院上海第二医科大学健康科学中心
郭良宏,中国科学院生态环境研究中心
曾长青,中国科学院遗传与发育生物学研究所
张文清,中国科学院上海硅酸盐研究所
徐红星,中国科学院物理研究所
苏红梅,中国科学院化学研究所
郝玉金,山东农业大学
吉训明,首都医科大学
李巍,中国科学院遗传与发育生物学研究所
张平,中国科学院数学与系统科学研究院
陆豪杰,复旦大学
王毅琳,中国科学院化学研究所
张东辉,中国科学院大连化学物理研究所
王祥科,中国科学院合肥物质科学研究院
朱茂炎,中国科学院南京地质古生物研究所
甘志华,中国科学院化学研究所
曹学强,中国科学院长春应用化学研究所
李春阳,中国科学院成都生物研究所
杨学明,中国科学院大连化学物理研究所
夏钶,中国科学院物理研究所
张宏,北京大学
康世昌,中国科学院青藏高原研究所
叶松,中国科学院化学研究所
李建平,中国科学院大气物理研究所
李建平,中国科学院科技政策与管理科学研究所
卢磊,中国科学院金属研究所
陈凌,中国科学院广州生物医药与健康研究院
王岳军,中国科学院广州地球化学研究所
周金秋,中国科学院上海细胞生物学研究所
罗振革,中国科学院神经科学研究所
王向东,中国科学院南京地质古生物研究所
曹彬,首都医科大学
齐飞,中国科学技术大学
黄勇平,中国科学院植物生理生态研究所
王铸钢,上海第二医科大学
胡文平,中国科学院化学研究所
孙洪波,吉林大学
安黎哲,兰州大学
薄志山,中国科学院化学研究所
周兴江,中国科学院物理研究所
忻向军,北京邮电大学
曹俊,中国科学院高能物理研究所
张罗,首都医科大学
果德安,北京大学
丁玉强,中国科学院神经科学研究所
张志涛,中国科学院数学与系统科学研究院
李树涛,湖南大学
王琛,中国科学院化学研究所
王琛,中国科学院上海生物化学研究所
邓旭亮,北京大学
陈兴,北京大学
杨金民,中国科学院理论物理研究所
李召良,中国科学院地理科学与资源研究所
王晋辉,清华大学
杨光富,华中师范大学
倪四道,中国科学技术大学
吴丰昌,中国科学院地球化学研究所
杨国昱,中国科学院福建物质结构研究所
王丹,中国科学院过程工程研究所
翁羽翔,中国科学院物理研究所
庄林,武汉大学
郭建东,中国科学院物理研究所
龚流柱,中国科学院成都有机化学研究所
高光侠,中国科学院微生物研究所
张勤远,华南理工大学
陈莉莉,华中科技大学
朱旻昊,西南交通大学
刘元红,中国科学院上海有机化学研究所
赵江,中国科学院化学研究所
唐惠儒,中国科学院武汉物理与数学研究所
孙庆丰,中国科学院物理研究所
孙志梅,厦门大学
荆志成,中国医学科学院阜外心血管病医院
赵景泰,厦门大学
李景虹,中国科学院长春应用化学研究所
何勇,中南大学
李若,北京大学
高明远,中国科学院化学研究所
刘植昌,中国石油大学（北京）
陈国强,上海第二医科大学
陈国强,清华大学
郭红卫,北京大学
何祖华,中国科学院上海植物生理研究所
耿延候,中国科学院长春应用化学研究所
王贻芳,中国科学院高能物理研究所
包亦望,中国建筑材料科学研究院
周飞艨,中国科学院研究生院
吴飙,中国科学院物理研究所
陈兵龙,中山大学
陈卫忠,山东大学
姜道宏,华中农业大学
林璋,中国科学院福建物质结构研究所
黄丰,中国科学院福建物质结构研究所
李永平,华北电力大学
刘迎芳,中国科学院生物物理研究所
陈新华,国家海洋局第三海洋研究所
施章杰,北京大学
段振豪,中国科学院地质与地球物理研究所
吴明卫,中国科学技术大学
曾永平,中国科学院广州地球化学研究所
罗敏敏,中国科学院神经科学研究所
陈良标,中国科学院遗传与发育生物学研究所
赵艳,兰州大学
黄庆明,中国科学院研究生院
郭惠珊,中国科学院微生物研究所
范祖森,中国科学院生物物理研究所
贺雄雷,中山大学
傅声雷,中国科学院华南植物园
侯书贵,中国科学院寒区旱区环境与工程研究所
陈华勇,中国科学院广州地球化学研究所
徐立军,北京航空航天大学
刘廷析,上海第二医科大学
黄飞敏,非线性双曲守恒律中国科学院数学与系统科学研究院
黄飞鹤,浙江大学
周海军,中国科学院理论物理研究所
刘冬生,国家纳米科学中心
王树,中国科学院化学研究所
颜学庆,北京大学
蒋太交,中国科学院生物物理研究所
朱广山,吉林大学
陈焕文,东华理工大学
王凡,北京大学
曹一家,浙江大学
邱利民,浙江大学
高杰,中国科学院高能物理研究所
黄三文,中国农业科学院蔬菜花卉研究所
孟国文,中国科学院固体物理研究所
朱艳,南京农业大学
万师强,中国科学院植物研究所
宋尔卫,中山大学
聂勇战,中国人民解放军第四军医大学
康九红,中国科学院上海生命科学研究院生物化学与细胞生物学研究所
王佐仁,中国科学院神经科学研究所
黄河清,中国科学院地理科学与资源研究所
王任小,中国科学院上海有机化学研究所
刘雪明,中国科学院西安光学精密机械研究所
陈小伟,中国工程物理研究院总体工程研究所
刘骥平,中国科学院大气物理研究所
张鹏杰,中国科学院上海天文台
秦刚,中国科学院空间科学与应用研究中心
梁卫国,太原理工大学
白敏冬,大连海事大学
朱向阳,上海交通大学
宋林生,中国科学院海洋研究所
张春阳,中国科学院深圳先进技术研究院
叶克穷,北京生命科学研究所
张弛,江苏大学
段春迎,大连理工大学
王晓晨,北京生命科学研究所
施一公,清华大学
钱列加,复旦大学
郭雷,中国科学院数学与系统科学研究院
解孝林,华中科技大学
毛颖,复旦大学
巩馥洲,中国科学院学与系统科学研究院
刘芝华,中国医学科学院
陈薇,中国人民解放军军事医学科学院
郭正堂,中国科学院地球环境研究所
黄晓军,北京大学
龚旗煌,北京大学
蒋澄宇,中国医学科学院
黄勇,中国科学院化学研究所
黄勇,湖南大学
刘庆,清华大学
高山,西山大学
孙立宁,哈尔滨工业大学
钟志远,苏州大学
白净,清华大学
陈剑,清华大学
申长雨,郑州大学
吴臻,山东大学
贺林,中国科学院上海生命科学研究院，上海交通大学
邓小刚,中国空气动力研究与发展中心
龚瑶琴,山东大学
余乐安,中国科学院数学与系统科学研究院
卞修武,中国人民解放军第三军医大学
陆雅海,中国农业大学
徐安龙,中山大学
曹谊林,上海第二医科大学
裴钢,中国科学院上海生命科学研究院生物化学与细胞生物学研究所
孙润仓,西北农林科技大学
孙彦,天津大学
温江涛,清华大学
曾益新,中山大学
谢渭芬,中国人民解放军第二军医大学
燕红,南京大学
南策文,清华大学
罗向前,中山大学
牛志升,清华大学
程和平,北京大学
孙昌璞,中国科学院理论物理研究所
程崇庆,南京大学
程涛,中国医学科学院
李隽,清华大学
闻海虎,中国科学院物理研究所
张志军,清华大学
余家国,武汉理工大学
张荣,南京大学
毛军发,上海交通大学
邵宗平,南京工业大学
张人禾,中国气象科学研究院
陈江野,中国科学院上海生命科学研究院生物化学与细胞生物学研究所
盛光遥,浙江工业大学
吴志英,复旦大学
余刚,清华大学
陈竺,上海第二医科大学
王福生,中国人民解放军第三０二医院
范志朋,首都医科大学
陈斌,北京大学
陈斌,北京大学
金庆原,复旦大学
韩林海,福州大学
殷善开,上海交通大学
沈军,哈尔滨工业大学
陈启军,吉林大学
李华斌,复旦大学
曹雪涛,中国人民解放军第二军医大学
王曦,中国科学院上海微系统与信息技术研究所
孙聆东,北京大学
曲选辉,中南工业大学
张文栋,中北大学
党智敏,北京科技大学
李定,中国科学技术大学
韩克利,中国科学院大连化学物理研究所
王雁玲,中国科学院动物研究所
范英,中国科学院科技政策与管理科学研究所
张承才,华中农业大学
潘申权,中国农业大学
陶建军,北京大学
吴孔明,中国农业科学院植物保护研究所
刘祖国,中山大学
杨正林,四川省医学科学院（四川省人民医院）
陈珂,北京大学
余龙,复旦大学
何玉先,中国医学科学院
舒红兵,北京大学
昌增益,清华大学
周东华,清华大学
陈义,中国科学院化学研究所
宋微波,中国海洋大学
唐梓洲,清华大学
刘庆昌,中国农业大学
刘金华,中国农业大学
万卫星,中国科学院武汉物理与数学研究所
关新平,燕山大学
杨振宁,南京大学
朱学良,中国科学院上海生命科学研究中心
任佳刚,中山大学
王?凌,清华大学
游建强,复旦大学
王柯敏,湖南大学
何学秋,中国矿业大学
张毅刚,中国科学院地质与地球物理研究所
王韵,北京大学
朴世龙,北京大学
黄冠华,中国农业大学
刘迎龙,中国医学科学院，中国协和医科大学
陈晓亚,中国科学院上海生命科学研究院职务生理生态研究所
徐泽水,中国人民解放军理工大学
陈戈,青岛海洋大学
金宁一,中国人民解放军军事医学科学院
郑晓静,兰州大学
尹芝南,南开大学
庄鹏飞,清华大学
李松,中国人民解放军军事医学科学院
黄倩,上海交通大学
于晓方,浙江大学
封松林,中国科学院半导体研究所
韩忠朝,中国医学科学院血液学研究所
张美佳,中国农业大学
黄巧云,华中农业大学
徐志康,浙江大学
傅育熙,上海交通大学
王高峰,武汉大学
吴慧英基于无源和有源方式的集成微纳系统高效热质传递理论与技术,上海交通大学
王常勇,中国人民解放军军事医学科学院
潘波,昆明理工大学
张玉虎,中国科学院近代物理研究所
周建军,清华大学
秦庆,中国科学院高能物理研究所
汪国平,武汉大学
蔡开元,北京航空航天大学
钟建江,华东理工大学
张天真,南京农业大学
施苏华,中山大学
田禾,华东理工大学
姜标,中国科学院上海有机化学研究所
张福成,中国科学院古脊椎动物与古人类研究所
李星国,北京大学
王福会,中国科学院金属研究所
东秀珠,中国科学院微生物研究所
张传茂,北京大学
杨万泰,北京化工大学
石明,中山大学
虞先濬,复旦大学
顾元宪,大连理工大学
林建华,北京大学
王均宏,北京交通大学
胡盛寿,中国医学科学院
孟庆翔,中国农业大学
钦伦秀,复旦大学
胡德文,中国人民解放军国防科学技术大学
顾朝林,南京大学
吴冲锋,上海交通大学
周永丰,上海交通大学
罗绪刚,中国农业科学院畜牧研究所
解金华,中国科学院大连化学物理研究所
王汝成,南京大学
何振立,浙江大学
柳忠元,燕山大学
龚新高,中国科学院固体物理研究所，复旦大学
翁旭初,中国科学院心理研究所
袁建民,中国人民解放军国防科学技术大学
张?浩,中国医学科学院阜外心血管病医院
李志武,西安电子科技大学
马力耕,河北师范大学
周卫建,中国科学院地球环境研究所
裴雪涛,中国人民解放军军事医学科学院
周长辉,北京大学
杨玉良,复旦大学
吴迪,南京大学
万国华,上海交通大学
王牧,南京大学
孙和平,中国科学院测量与地球物理研究所
颉伟,清华大学
陈建设,吉利大学
杨士勇,中国科学院化学研究所
王晓工,清华大学
卫敏,北京化工大学
王明荣,中国医学科学院
魏?勇,中国科学院地质与地球物理研究所
叶凯,中国科学院地质研究所
罗宏杰,西北轻工业学院
章维益,南京大学
李晓红,重庆大学
张中杰,中国科学院地质与地球物理研究所
王戟,中国人民解放军国防科学技术大学
沈延安,中国科学院南京地质古生物研究所
周忆,复旦大学
崔宗杰,北京师范大学
朱伟云,南京农业大学
杨晓明,中国人民解放军军事医学科学院
赵新生,北京大学
倪中福,中国农业大学
胡立宏,中国科学院上海药物研究所
黄烽,中国人民解放军总医院
姜胜耀,清华大学
高晓明,北京大学
孙智伟,南京大学
李垣,西安交通大学
何红建,清华大学
郎建平,苏州大学
胡俊,北京大学
戴永久,北京师范大学
白中治,中国科学院数学与系统科学研究院
高成江,山东大学
张宏冰,中国医学科学院基础医学研究所
蔡洪滨,北京大学
黎燕,中国人民解放军军事医学科学院
沈月毛,中国科学院昆明植物研究所
朱兴全,华南农业大学
周平坤,中国人民解放军军事医学科学院
袁明,中国农业大学
曹务春,中国人民解放军军事医学科学院
曹珍富,上海交通大学
黄丽华,复旦大学
周怀春,华中科技大学
蔡袁强,温州大学
姚俊,中国地质大学（武汉）
凌文华,中山医科大学
王永贵,对外经济贸易大学
鹿化煜,中国科学院地球环境研究所
王会军,中国科学院大气物理研究所
田立德,中国科学院青藏高原研究所
陈肇雄,中国科学院计算机语言信息工程研究中心
张勤,中国农业大学
田建国,南开大学
姚檀栋,中国科学院青藏高原研究所
沈南,上海交通大学
陈豪,中山大学
杨戬,中国科学院紫金山天文台
郭顺星,中国医学科学院
张知彬,中国科学院动物研究所
汪筱林,中国科学院古脊椎动物与古人类研究所
胡瑞法,中国科学院地理科学与资源研究所
侯金林,中国人民解放军第一军医大学
范?峰,哈尔滨工业大学
罗?均,上海大学
杨焕明,中国科学院北京基因组研究所
钟扬,复旦大学
汪联辉,复旦大学
彭卿,清华大学
冯兆东,兰州大学
管又飞,北京大学
刘德培,中国医学科学院
孙旭东,东北大学
沈肖雁,中国科学院高能物理研究所
孙其信,中国农业大学
张小宁,同济大学
王汉生,北京大学
王汉生,北京大学
韩金林,中国科学院北京天文台
王金霞,中国科学院地理科学与资源研究所
丁汉,上海交通大学
毛志强,中国科学技术大学
胡四一,水利部交通部电力工业部南京水利科学研究院
徐昕,厦门大学
余志祥,北京大学
牛军峰,北京师范大学
洪奕光,中国科学院数学与系统科学研究院
庾石山,中国医学科学院
孙卫国,中国科学院南京地质古生物研究所
梁樑,中国科学技术大学
侯增谦,中国地质科学院矿产资源研究所
王泉明,厦门大学
钟志华,湖南大学
郝模,复旦大学
哈木拉提.吾甫尔,新疆医科大学
苗俊刚,北京航空航天大学
阮力,中国疾病预防控制中心病毒病预防控制所
扶磊,南开大学
郭先平,中山大学
王立东,河南医科大学
朱自强,华东师范大学
徐世烺,南京航空航天大学
张立群,中国科学院数学与系统科学研究院
金芝,中国科学院数学与系统科学研究院
任东涛,中国农业大学
谈胜利,华东师范大学
朱庆华,大连理工大学
刘禹,中国科学院地球环境研究所
罗英武,浙江大学
魏春景,北京大学
罗德海,中国海洋大学
程树群,中国人民解放军第二军医大学
何珂,中国科学院物理研究所
方盛国,浙江大学
李汇华,首都医科大学
田阳,同济大学
韩贵琳,中国地质大学（北京）
饶云江,重庆大学
黄路生,江西农业大学
琚诒光,清华大学
饶光辉,中国科学院物理研究所
何?源,中国科学院近代物理研究所
何?源,中国科学院近代物理研究所
陈宝元,华中农业大学
陈畅,中国科学院生物物理研究所
刘江来,上海交通大学
刘江来,上海交通大学
黄力,中国科学院微生物研究所
白重恩,清华大学
颜立新,中山大学
缪?炜,中国科学院水生生物研究所
邱介山,大连理工大学
郑汉青,北京大学
梁爱萍,中国科学院动物研究所
覃重军,中国科学院植物生理生态研究所
蔡莉,吉林工业大学
韩晓东,北京工业大学
易?凡,山东大学
叶?升,浙江大学
吴奇,中国科学技术大学
李召虎,中国农业大学
王在华,南京航空航天大学
王应明,福州大学
王跃飞,中国科学院数学与系统科学研究院
林作铨,北京大学
王亿平,北京大学
杨晓光,中国科学院数学与系统科学研究院
张远波,复旦大学
陈尔强,北京大学
黎占亭,中国科学院上海有机化学研究所
张志飞,西北大学
韩泽广,国家人类基因组南方研究中心
王永良,中国人民解放军空军雷达学院
李根喜,上海大学
徐南平,南京化工大学
程国强,中国农业科学院农业经济研究所
韩德仁,南京师范大学
李永丹,天津大学
邓?军,西安科技大学
朱瑞良,华东师范大学
孙青原,中国科学院动物研究所
徐超江,武汉大学
邵荣光,中国医学科学院
李建保,清华大学
李广涛,清华大学
董毅,上海交通大学
岳天祥,中国科学院地理科学与资源研究所
谢?冰,北京大学
唐莉,大连理工大学
周奕华,中国科学院遗传与发育生物学研究所
何怡刚,湖南大学
霍启升,吉林大学
赵春杰,东南大学
王德华,中国科学院动物研究所
庾建设,广州大学
彭双阶,华中师范大学
荣命哲,西安交通大学
鲁雄刚,上海大学
陈左宁,中国人民解放军总参谋部第五十六研究所
魏一鸣,中国科学院科技政策与管理科学研究所
郝峻巍,天津医科大学
胡平,吉林大学
朱力行,中国科学院数学与系统科学研究院
颜世申,山东大学
万宝年,中国科学院等离子体物理研究所
冯钰锜,武汉大学
徐春明,石油大学（北京）
胡跃飞,南京大学
夏海平,厦门大学
许强,成都理工大学
王友德,中国科学院数学与系统科学研究院
陈张海,复旦大学
王瑞武,中国科学院昆明动物研究所
潘秀莲,中国科学院大连化学物理研究所
潘宪明,清华大学
徐东升,北京大学
江焕峰,华南理工大学
王?灿,清华大学
胡锡俊,山东大学
樊代明,中国人民解放军第四军医大学
邱瑞锋,大连理工大学
任东,中国地质博物馆
黄薇,国家人类基因组南方研究中心
胡小玉,清华大学
何彦,湖南大学
谭文长,北京大学
楼森岳,上海交通大学
戚益军,清华大学
许庚,中山大学
何祥火,上海交通大学
林道辉,浙江大学
方颖,厦门大学
李伟固,北京大学
刘?鸿,中国科学院重庆绿色智能技术研究院
徐心,清华大学
吴联生,北京大学
张文科,吉林大学
张丰收,北京师范大学
曾凡一,上海交通大学
吴传德,浙江大学
傅缨,中国农业大学
庄越挺,浙江大学
常俊标,郑州大学
谢道新,清华大学
张双南,清华大学
阎小培,中山大学
王风平,上海交通大学
江松,北京应用物理与计算数学研究所
秦礼萍,中国科学技术大学
邵学广,中国科学技术大学
罗?义,南开大学
郭?锋,中国科学院广州地球化学研究所
卢革宇,吉林大学
陈煜波,清华大学
吴敏,中南大学
杨仲南,上海师范大学
唐世明,中国科学院生物物理研究所
张闻,东南大学
田?军,同济大学
李和兴,上海师范大学
杨化桂,华东理工大学
马新亮,中国人民解放军第四军医大学
李向阳,中国科学技术大学
徐福留,北京大学
刘勇勤,中国科学院青藏高原研究所
董焕丽,中国科学院化学研究所
潘保田,兰州大学
徐宁志,中国医学科学院肿瘤研究所
林建忠,浙江大学
李仕贵,四川农业大学
栗占国,北京医科大学
蒋?毅,中国科学院心理研究所
周仕明,复旦大学
曹晋滨,中国科学院空间科学与应用研究中心
杨荣华,北京大学
洪春雁,中国科学技术大学
曾理江,清华大学
周延春,中国科学院金属研究所
李海梁,首都师范大学
黄国和,湖南大学
刘智攀,复旦大学
曹安源,北京大学
姚咏明,中国人民解放军第三０四医院
谢胜利,华南理工大学
刘建宁,南京大学
余锡平,上海交通大学
傅小兵,中国人民解放军第三〇四医院
马余强,南京大学
韩永明,中国科学院地球环境研究所
朱小华,北京大学
赵明辉,北京大学
刘海超,北京大学
沈颖,浙江大学
李建中,黑龙江大学
应明生,清华大学
肖湘,国家海洋局第三海洋研究所
樊军辉,广州大学
贺跃辉,中南大学
刘允刚,山东大学
王青云,北京航空航天大学
李付广,中国农业科学院棉花研究所
董汉松,南京农业大学
柴利,武汉科技大学
李杰,同济大学
韩鸿宾,北京大学
印林生,中山大学
周建平,中国人民解放军国防科学技术大学
张志学,北京大学
杨守业,同济大学
苏刚,中国科学院研究生院
罗三中,中国科学院化学研究所
楚?霞,湖南大学
吴建军,北京交通大学
隆克平,电子科技大学
陈大岳,北京大学
丁泽军,中国科学技术大学
孙方霖,清华大学
朱长江,华中师范大学
叶继红,东南大学
李俊柏,中国科学院化学研究所
周力平,北京大学
谢康,电子科技大学
孙东怀,兰州大学
申建波,中国农业大学
董忠军,清华大学
胡?峻,北京理工大学
胡?峻,北京理工大学
陆巍,南京医科大学
黄双全,武汉大学
傅旭东,清华大学
张卫红,西北工业大学
董云鹏,西北大学
宋述光,北京大学
尹景学,吉林大学
梁迎春,哈尔滨工业大学
熊思东,复旦大学
宇波,中国石油大学（北京）
许晨阳,北京大学
肖小河,中国人民解放军第三０二医院
刘正猷,武汉大学
江洁,北京航空航天大学
余淼杰,北京大学
王挺贵,中国科学技术大学
宋金明,中国科学院海洋研究所
夏?帆,华中科技大学
李昂生,中国科学院软件研究所
王浩华,浙江大学
毛基业,中国人民大学
卢新培,华中科技大学
陈常青,西安交通大学
戴彧虹,中国科学院数学与系统科学研究院
苏都莫日根,北京大学
刘玉鑫,北京大学
翟世奎,中国海洋大学
柳卫平,中国原子能科学研究院
黄震,上海交通大学
杨绍普,石家庄铁道学院
庄诗美,中山大学
刘俊岭,上海交通大学
滕斌,大连理工大学
汤珂,中国人民大学
林厚文,中国人民解放军第二军医大学
武传松,山东大学
毕锋,中国人民解放军第四军医大学
黄清华,北京大学
陈道勇,复旦大学
顾晓松,南通医学院
徐柏青,中国科学院青藏高原研究所
李志辉,中国空气动力研究与发展中心
李奎,华中农业大学
李?峰,中国科学院金属研究所
余?鹰,中国科学院上海生命科学研究院
赵争鸣,清华大学
朱熹平,中山大学
徐?波,燕山大学
王?亮,中国科学院自动化研究所
路新春,清华大学
林东昕,中国医学科学院/中国协和医科大学
肖传国,华中科技大学
罗洪刚,兰州大学
朱卫国,北京大学
胡刚,南京医科大学
沈宝龙,中国科学院宁波材料技术与工程研究所
周雪平,浙江大学
胡豫,华中科技大学
陈劲,浙江大学
肖化云,中国科学院地球化学研究所
王家军,北京大学
夏国良,中国农业大学
吴汉宁,西北大学
王红阳,中国人民解放军第二军医大学
刘张炬,北京大学
田文寿,兰州大学
张天爵,中国原子能科学研究院
杨增明,东北农业大学
白海洋,中国科学院物理研究所
邵明安,西北农林科技大学
黄继武,中山大学
赵鸿,厦门大学
高德利,石油大学（北京）
魏飞,清华大学
陈晓非,北京大学
刘晓为,北京大学
杨学军,中国人民解放军国防科学技术大学
李志波,中国科学院化学研究所
徐力平,北京航空航天大学
